chunk_id,question,answer,n_sentences,sentences,sentences_join
03-Prospecto-Gadopril#0031,¿Cuál es el síntoma que puede ocurrir en pacientes tratados con Gadopril®?,"Edema angioneurótico de la cara, extremidades, labios, lengua, glotis y/o laringe.",4,"['Ha aparecido edema angioneurótico de la cara, extremidades, labios, lengua, glotis y/o laringe en pacientes tratados con inhibidores de la enzima de conversión de angiotensina, incluyendo Gadopril®.', 'Muy raramente, se han comunicado muertes debido a angioedema asociado con edema de laringe o edema en la lengua. Los pacientes con la lengua, glotis o laringe afectados son propensos a experimentar obstrucción de las vías respiratorias, especialmente aquellos con antecedentes de cirugía en las vías respiratorias.', 'Si afecta a la lengua, la glotis o la laringe puede provocar obstrucción respiratoria, por lo que se debe administrar rápidamente el tratamiento apropiado, que puede incluir una solución de adrenalina al 1:1.000 (0,3 ml a 0,5 ml) por vía subcutánea y/o medidas para asegurar una vía aérea adecuada.', 'Se ha comunicado que los pacientes de raza negra que reciben inhibidores de la ECA tienen una mayor incidencia de angioedema en comparación con los pacientes que no sean de raza negra.']","Ha aparecido edema angioneurótico de la cara, extremidades, labios, lengua, glotis y/o laringe en pacientes tratados con inhibidores de la enzima de conversión de angiotensina, incluyendo Gadopril®. || Muy raramente, se han comunicado muertes debido a angioedema asociado con edema de laringe o edema en la lengua. Los pacientes con la lengua, glotis o laringe afectados son propensos a experimentar obstrucción de las vías respiratorias, especialmente aquellos con antecedentes de cirugía en las vías respiratorias. || Si afecta a la lengua, la glotis o la laringe puede provocar obstrucción respiratoria, por lo que se debe administrar rápidamente el tratamiento apropiado, que puede incluir una solución de adrenalina al 1:1.000 (0,3 ml a 0,5 ml) por vía subcutánea y/o medidas para asegurar una vía aérea adecuada. || Se ha comunicado que los pacientes de raza negra que reciben inhibidores de la ECA tienen una mayor incidencia de angioedema en comparación con los pacientes que no sean de raza negra."
03-Prospecto-Gadopril#0032,¿Cuál es el medicamento que está contraindicado debido al riesgo elevado de sufrir angioedema?,Sacubitril/valsartán,3,"['El uso concomitante de IECA con sacubitril/valsartán está contraindicado debido al riesgo elevado de sufrir angioedema.', 'El tratamiento con Gadopril® no se debe iniciar antes de 36 horas tras la última dosis de sacubitril/valsartán.', 'El tratamiento con Gadopril® no se debe iniciar antes de 36 horas tras la última dosis de sacubitril/valsartán.']",El uso concomitante de IECA con sacubitril/valsartán está contraindicado debido al riesgo elevado de sufrir angioedema. || El tratamiento con Gadopril® no se debe iniciar antes de 36 horas tras la última dosis de sacubitril/valsartán. || El tratamiento con Gadopril® no se debe iniciar antes de 36 horas tras la última dosis de sacubitril/valsartán.
03-Prospecto-Gadopril#0033,¿Cuál es el efecto de los inhibidores de la ECA en pacientes con hipertensión?,Los inhibidores de la ECA bloquean la formación de angiotensina II inducida por la liberación compensadora de renina en pacientes sometidos a operaciones de cirugía mayor o durante la anestesia con agentes que provocan hipotensión.,8,"['Se ha observado raramente hipotensión sintomática en pacientes con hipertensión arterial no complicada y en tratamiento con enalapril.', 'Puede darse cierta pérdida de función renal con pequeñas variaciones de la creatinina sérica. En estos pacientes, el tratamiento se iniciará bajo estricta vigilancia médica con dosis bajas, ajuste cuidadoso de la dosis y control de la función renal.', 'En casos raros, los inhibidores de la ECA se han asociado a un síndrome que comienza con ictericia colestásica o hepatitis y progresa hasta necrosis hepática fulminante y (en ocasiones) muerte. Se desconoce el mecanismo de este síndrome.', 'En pacientes tratados con inhibidores de la ECA se han comunicado casos de neutropenia/agranulocitosis.', 'Los pacientes con antecedentes de angioedema no relacionado con un tratamiento de inhibidores de la ECA pueden tener un mayor riesgo de angioedema al ser tratados con un inhibidor de la ECA.', 'Se ha comunicado que los pacientes de raza negra que reciben inhibidores de la ECA tienen una mayor incidencia de angioedema en comparación con los pacientes que no sean de raza negra.', 'El uso concomitante de IECA con sacubitril/valsartán está contraindicado debido al riesgo elevado de sufrir angioedema.', 'Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona.']","Se ha observado raramente hipotensión sintomática en pacientes con hipertensión arterial no complicada y en tratamiento con enalapril. || Puede darse cierta pérdida de función renal con pequeñas variaciones de la creatinina sérica. En estos pacientes, el tratamiento se iniciará bajo estricta vigilancia médica con dosis bajas, ajuste cuidadoso de la dosis y control de la función renal. || En casos raros, los inhibidores de la ECA se han asociado a un síndrome que comienza con ictericia colestásica o hepatitis y progresa hasta necrosis hepática fulminante y (en ocasiones) muerte. Se desconoce el mecanismo de este síndrome. || En pacientes tratados con inhibidores de la ECA se han comunicado casos de neutropenia/agranulocitosis. || Los pacientes con antecedentes de angioedema no relacionado con un tratamiento de inhibidores de la ECA pueden tener un mayor riesgo de angioedema al ser tratados con un inhibidor de la ECA. || Se ha comunicado que los pacientes de raza negra que reciben inhibidores de la ECA tienen una mayor incidencia de angioedema en comparación con los pacientes que no sean de raza negra. || El uso concomitante de IECA con sacubitril/valsartán está contraindicado debido al riesgo elevado de sufrir angioedema. || Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona."
03-Prospecto-Gadopril#0034,¿Cuál medicamento puede causar hiperpotasemia en pacientes con insuficiencia renal?,Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona.,3,"['Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona.', 'Sin embargo, en pacientes con insuficiencia renal y/o en pacientes que toman suplementos de potasio (incluidos los sustitutos de la sal), diuréticos ahorradores de potasio, trimetoprima o cotrimoxazol, también conocido como trimetoprima/sulfametoxazol y en especial antagonistas de la aldosterona o bloqueadores del receptor de la angiotensina, se puede dar hiperpotasemia.', 'Los diuréticos ahorradores de potasio y los bloqueadores de los receptores de angiotensina se deben usar con precaución en pacientes que reciben IECA, y se debe controlar la función renal y el potasio en sangre.']","Los IECA pueden causar hiperpotasemia porque inhiben la liberación de aldosterona. || Sin embargo, en pacientes con insuficiencia renal y/o en pacientes que toman suplementos de potasio (incluidos los sustitutos de la sal), diuréticos ahorradores de potasio, trimetoprima o cotrimoxazol, también conocido como trimetoprima/sulfametoxazol y en especial antagonistas de la aldosterona o bloqueadores del receptor de la angiotensina, se puede dar hiperpotasemia. || Los diuréticos ahorradores de potasio y los bloqueadores de los receptores de angiotensina se deben usar con precaución en pacientes que reciben IECA, y se debe controlar la función renal y el potasio en sangre."
03-Prospecto-Gadopril#0035,¿Cuál medicamento puede aumentar el riesgo de angioedema cuando se usa concomitante con Gadopril?,"racecadotril, inhibidores de mTOR (por ejemplo, sirolimus, everolimus, temsirolimus) y vildagliptina",2,"['El uso concomitante de IECA con sacubitril/valsartán está contraindicado, ya que aumenta el riesgo de angioedema.', 'El uso concomitante de IECA con racecadotril, inhibidores de mTOR (por ejemplo, sirolimus, everolimus, temsirolimus) y vildagliptina puede aumentar el riesgo de angioedema.']","El uso concomitante de IECA con sacubitril/valsartán está contraindicado, ya que aumenta el riesgo de angioedema. || El uso concomitante de IECA con racecadotril, inhibidores de mTOR (por ejemplo, sirolimus, everolimus, temsirolimus) y vildagliptina puede aumentar el riesgo de angioedema."
03-Prospecto-Gadopril#0036,¿Cuál medicamento puede reducir el efecto antihipertensivo de los antagonistas del receptor de la angiotensina II o de los inhibidores de la ECA?,"Los medicamentos antiinflamatorios no esteroideos (AINEs), incluyendo a los inhibidores selectivos de la ciclooxigenasa-2 (COX-2)",2,"['Los medicamentos antiinflamatorios no esteroideos (AINEs), incluyendo a los inhibidores selectivos de la ciclooxigenasa-2 (inhibidores de la COX-2), pueden reducir el efecto de los diuréticos y de otros fármacos antihipertensivos.', 'Por tanto, el efecto antihipertensivo de los antagonistas del receptor de la angiotensina II o de los inhibidores de la ECA puede verse disminuido por los AINEs, incluidos los inhibidores selectivos de la COX-2.']","Los medicamentos antiinflamatorios no esteroideos (AINEs), incluyendo a los inhibidores selectivos de la ciclooxigenasa-2 (inhibidores de la COX-2), pueden reducir el efecto de los diuréticos y de otros fármacos antihipertensivos. || Por tanto, el efecto antihipertensivo de los antagonistas del receptor de la angiotensina II o de los inhibidores de la ECA puede verse disminuido por los AINEs, incluidos los inhibidores selectivos de la COX-2."
03-Prospecto-Gadopril#0037,¿Cuál es el efecto potencial del alcohol en los inhibidores de la ECA?,El alcohol potencia el efecto hipotensor de los inhibidores de la ECA.,1,['El alcohol potencia el efecto hipotensor de los inhibidores de la ECA.'],El alcohol potencia el efecto hipotensor de los inhibidores de la ECA.
03-Prospecto-Gadopril#0038,¿Cuándo debe interrumpirse el tratamiento con inhibidores de la ECA?,Cuando se confirme el embarazo.,2,"['Durante el embarazo, no debe iniciarse el tratamiento con inhibidores de la ECA. A menos que el tratamiento continuado con inhibidores de la ECA se considere esencial, las pacientes que planeen un embarazo deben cambiar a tratamientos antihipertensivos alternativos que tengan un perfil de seguridad establecido para su uso en el embarazo.', 'Cuando se confirme el embarazo, el tratamiento con los inhibidores de la ECA debe interrumpirse inmediatamente y, si es apropiado, deberá iniciarse un tratamiento alternativo.']","Durante el embarazo, no debe iniciarse el tratamiento con inhibidores de la ECA. A menos que el tratamiento continuado con inhibidores de la ECA se considere esencial, las pacientes que planeen un embarazo deben cambiar a tratamientos antihipertensivos alternativos que tengan un perfil de seguridad establecido para su uso en el embarazo. || Cuando se confirme el embarazo, el tratamiento con los inhibidores de la ECA debe interrumpirse inmediatamente y, si es apropiado, deberá iniciarse un tratamiento alternativo."
03-Prospecto-Gadopril#0039,¿Cuál es la población que no debe recibir Gadopril®?,"Recién nacidos y pacientes pediátricos con un índice de filtración glomerular < 30 ml/min/1,73 m2",1,"['No se recomienda Gadopril® en recién nacidos y pacientes pediátricos con un índice de filtración glomerular < 30 ml/min/1,73 m2, ya que no hay datos disponibles.']","No se recomienda Gadopril® en recién nacidos y pacientes pediátricos con un índice de filtración glomerular < 30 ml/min/1,73 m2, ya que no hay datos disponibles."
03-Prospecto-Gadopril#0040,¿Cuál es el efecto de enalapril sobre la presión arterial en pacientes de raza negra?,Enalapril es menos efectivo disminuyendo la presión arterial en pacientes de raza negra.,3,"['Como sucede con otros inhibidores de la ECA, se ha observado que enalapril puede tener un efecto menor en la reducción de la presión arterial en pacientes de raza negra.', 'Se ha comunicado que el efecto hipotensor de enalapril es menos pronunciado en pacientes de raza negra.', 'En general, los inhibidores de la ECA pueden ser menos efectivos en la reducción de la presión arterial en pacientes de raza negra.']","Como sucede con otros inhibidores de la ECA, se ha observado que enalapril puede tener un efecto menor en la reducción de la presión arterial en pacientes de raza negra. || Se ha comunicado que el efecto hipotensor de enalapril es menos pronunciado en pacientes de raza negra. || En general, los inhibidores de la ECA pueden ser menos efectivos en la reducción de la presión arterial en pacientes de raza negra."
03-Prospecto-Gadopril#0041,¿Qué efecto adverso puede causar enalapril en pacientes de alto riesgo?,Excesiva hipotensión,1,['posiblemente secundario a una excesiva hipotensión en pacientes de alto riesgo.'],posiblemente secundario a una excesiva hipotensión en pacientes de alto riesgo.
03-Prospecto-Gadopril#0042,"¿Qué síntomas pueden incluir erupción, fotosensibilidad u otras manifestaciones cutáneas?","erupción, fotosensibilidad u otras manifestaciones cutáneas",1,"['Se ha observado un complejo sintomático que puede incluir todas o alguna de las siguientes reacciones: fiebre, serositis, vasculitis, mialgia/miositis, artralgia/artritis, prueba de anticuerpos antinucleares positiva, aumento de la velocidad de sedimentación globular, eosinofilia y leucocitosis. También puede producirse erupción, fotosensibilidad u otras manifestaciones cutáneas']","Se ha observado un complejo sintomático que puede incluir todas o alguna de las siguientes reacciones: fiebre, serositis, vasculitis, mialgia/miositis, artralgia/artritis, prueba de anticuerpos antinucleares positiva, aumento de la velocidad de sedimentación globular, eosinofilia y leucocitosis. También puede producirse erupción, fotosensibilidad u otras manifestaciones cutáneas"
03-Prospecto-Gadopril#0043,¿Cuál es el tratamiento recomendado para la sobredosificación de maleato de enalapril?,La administración por perfusión intravenosa de suero salino normal.,7,"['El tratamiento recomendado de la sobredosificación consiste en la administración por perfusión intravenosa de suero salino normal.', 'Si se produce hipotensión, se colocará al paciente en posición de shock.', 'También se considerará la posibilidad de una perfusión de angiotensina II y/o la administración de catecolaminas por vía intravenosa, si se dispone de estos tratamientos.', 'Si la ingestión es reciente, se tomarán medidas dirigidas a eliminar el maleato de enalapril (p. ej., vómito, lavado gástrico, administración de absorbentes y sulfato de sodio).', 'Se puede extraer el enalaprilato de la circulación general por hemodiálisis.', 'En caso de bradicardia resistente al tratamiento está indicada la implantación de un marcapasos.', 'Se realizará una vigilancia continua de las constantes vitales, los electrólitos séricos y las concentraciones de creatinina.']","El tratamiento recomendado de la sobredosificación consiste en la administración por perfusión intravenosa de suero salino normal. || Si se produce hipotensión, se colocará al paciente en posición de shock. || También se considerará la posibilidad de una perfusión de angiotensina II y/o la administración de catecolaminas por vía intravenosa, si se dispone de estos tratamientos. || Si la ingestión es reciente, se tomarán medidas dirigidas a eliminar el maleato de enalapril (p. ej., vómito, lavado gástrico, administración de absorbentes y sulfato de sodio). || Se puede extraer el enalaprilato de la circulación general por hemodiálisis. || En caso de bradicardia resistente al tratamiento está indicada la implantación de un marcapasos. || Se realizará una vigilancia continua de las constantes vitales, los electrólitos séricos y las concentraciones de creatinina."
03-Prospecto-Gadopril#0044,¿Cuál es el tratamiento indicado para bradicardia resistente al tratamiento?,La implantación de un marcapasos.,1,['En caso de bradicardia resistente al tratamiento está indicada la implantación de un marcapasos.'],En caso de bradicardia resistente al tratamiento está indicada la implantación de un marcapasos.
03-Prospecto-Gadopril#0045,¿Qué es el certificado número de la especialidad medicinal autorizada?,38.876,3,"['D.T.: Jorge N. Naquit, Farmacéutico y Lic. En Ciencias Farmacéuticas.', 'Especialidad medicinal autorizada por el Ministerio de Salud.', 'Certificado No 38.876']","D.T.: Jorge N. Naquit, Farmacéutico y Lic. En Ciencias Farmacéuticas. || Especialidad medicinal autorizada por el Ministerio de Salud. || Certificado No 38.876"
E.DP_.Caps_.Gador_.v01_web#0046,¿Cuál es la cantidad de Vitamina E en cada cápsula blanda del medicamento DEKAs® PLUS?,150 UI,3,"['Vitamina E (como D-alfatocoferol y D-alfatocoferil polietilenglicol 1000 succinato)', 'Cantidad por cápsula blanda', '150 UI']",Vitamina E (como D-alfatocoferol y D-alfatocoferil polietilenglicol 1000 succinato) || Cantidad por cápsula blanda || 150 UI
E.DP_.Caps_.Gador_.v01_web#0047,¿Cuál es la cantidad de Levadura de selenio en cada cápsula blanda?,75 mg,3,"['Selenio (como Levadura de selenio) 10 mg', '3000 UI 75 μg 12 μg No aporta cantidades significativas de carbohidratos, azúcares totales, azúcares añadidos, proteínas, grasas trans y fibra alimentaria.', 'Selenio (como Levadura de selenio) Cantidad por cápsula blanda 10 mg']","Selenio (como Levadura de selenio) 10 mg || 3000 UI 75 μg 12 μg No aporta cantidades significativas de carbohidratos, azúcares totales, azúcares añadidos, proteínas, grasas trans y fibra alimentaria. || Selenio (como Levadura de selenio) Cantidad por cápsula blanda 10 mg"
EmoformTotalG00075702-09-web#0048,¿Qué es el etidronato disódico que se encuentra en Emo form Total?,Impide el crecimiento y aposición del sarro,1,"['Con: Etidronato disódico,       Bicarbonato de Sodio, Fluoruro de Sodio, Monofluorfosfato de Sodio y Xilitol.']","Con: Etidronato disódico,       Bicarbonato de Sodio, Fluoruro de Sodio, Monofluorfosfato de Sodio y Xilitol."
EmoformTotalG00075702-09-web#0049,¿Cuál es la disposición ANMAT del producto de Higiene Oral de Uso Odontológico?,Disposición N° 0645/13,1,"['Producto de Higiene Oral de Uso Odontológico, aprob. ANMAT, Disposición N° 0645/13.']","Producto de Higiene Oral de Uso Odontológico, aprob. ANMAT, Disposición N° 0645/13."
FILTEN-D-G00081104-05#0050,¿Cuál es el código ATC de FILTEN D?,C03AX01,1,['FILTEN® D es la asociación de carvedilol con hidroclorotiazida. Código ATC: C03AX01'],FILTEN® D es la asociación de carvedilol con hidroclorotiazida. Código ATC: C03AX01
FILTEN-D-G00081104-05#0051,¿Cuál es la vida media de eliminación del hidroclorotiazida?,Entre 6 a 18 horas,2,"['Su vida media de eliminación es entre 6 a 18 horas.', 'Por lo menos el 61% de la dosis oral se elimina en las primeras 24 horas.']",Su vida media de eliminación es entre 6 a 18 horas. || Por lo menos el 61% de la dosis oral se elimina en las primeras 24 horas.
