chunk_id,question,answer,n_sentences,sentences,sentences_join
Callexe_Inyectable__Instruccion-Callexe-Inyectable-editable#0585,¿Cuál es el efecto de la edad en la farmacocinética del levetiracetam?,"La farmacocinética de levetiracetam se evaluó en 16 sujetos ancianos con clearance de creatinina que se extendía de 30 a 74 mL/min. El clearance corporal total disminuyó 38% y la vida media fue 2,5 horas más prolongada en los ancianos.",2,"['La vida media plasmática de levetiracetam durante los estudios es aproximadamente de entre 6 a 8 horas. Aumenta en los pacientes geriátricos (principalmente debido a un deterioro del clearance renal) y en sujetos con deterioro renal.', 'Después de la administración oral dos veces al día de la dosis, durante 10 días, el clearance corporal total disminuyó 38% y la vida media fue 2,5 horas más prolongada en los ancianos, comparada con la de los adultos sanos. Esto probablemente se deba a la disminución en la función renal en estos sujetos.']","La vida media plasmática de levetiracetam durante los estudios es aproximadamente de entre 6 a 8 horas. Aumenta en los pacientes geriátricos (principalmente debido a un deterioro del clearance renal) y en sujetos con deterioro renal. || Después de la administración oral dos veces al día de la dosis, durante 10 días, el clearance corporal total disminuyó 38% y la vida media fue 2,5 horas más prolongada en los ancianos, comparada con la de los adultos sanos. Esto probablemente se deba a la disminución en la función renal en estos sujetos."
Callexe_Inyectable__Instruccion-Callexe-Inyectable-editable#0600,¿Cuál fue el evento psiquiátrico informado con mayor frecuencia en pacientes tratados con levetiracetam?,La irritabilidad,2,"['el evento psiquiátrico informado con mayor frecuencia fue la irritabilidad, que ocurrió en el 6,3% de los pacientes tratados con levetiracetam en comparación con el 2,4% de los paciente tratados con placebo.', 'Además,  ocurrieron  trastornos  de  conducta  no  psicóticos  (informados  como  conducta  anormal,  agresión,  trastornos  de conducta e irritabilidad) en el 11,4% de los pacientes tratados con levetiracetam en comparación con el 3,6% de los pacientes tratados con placebo.']","el evento psiquiátrico informado con mayor frecuencia fue la irritabilidad, que ocurrió en el 6,3% de los pacientes tratados con levetiracetam en comparación con el 2,4% de los paciente tratados con placebo. || Además,  ocurrieron  trastornos  de  conducta  no  psicóticos  (informados  como  conducta  anormal,  agresión,  trastornos  de conducta e irritabilidad) en el 11,4% de los pacientes tratados con levetiracetam en comparación con el 3,6% de los pacientes tratados con placebo."
Callexe_XR__Callexe-XR_compressed#0615,¿Cuál es el peso de hidroxipropilmetilcelulosa K 15 en los comprimidos recubiertos de liberación extendida x 750 mg?,"198,000 mg",2,"['hidroxipropilmetilcelulosa K 15  132,000 mg;', 'hidroxipropilmetilcelulosa K 15  198,000 mg;']","hidroxipropilmetilcelulosa K 15  132,000 mg; || hidroxipropilmetilcelulosa K 15  198,000 mg;"
Callexe_XR__Callexe-XR_compressed#0630,¿Cuál es el efecto de levetiracetam en la farmacocinética del valproato?,Levetiracetam comprimidos de liberación inmediata (1.500 mg dos veces por día) no alteró la farmacocinética de valproato en voluntarios sanos.,2,"['Levetiracetam comprimidos de liberación inmediata (1.500 mg dos veces por día) no alteró la farmacocinética de valproato en voluntarios sanos.', 'Valproato 500 mg dos veces por día no modificó el porcentaje o el grado de absorción de levetiracetam o su clearance plasmático o excreción urinaria.']",Levetiracetam comprimidos de liberación inmediata (1.500 mg dos veces por día) no alteró la farmacocinética de valproato en voluntarios sanos. || Valproato 500 mg dos veces por día no modificó el porcentaje o el grado de absorción de levetiracetam o su clearance plasmático o excreción urinaria.
Cardiplen_2_5_5_y_10_mg__D7143-E-6804-01-INST.-CARDIPLEN-COMPLETO-UHLMANN-250x150-mm-web#0645,¿Cuál es la dosis máxima recomendada de CARDIPLEN para el tratamiento de insuficiencia cardíaca crónica estable?,10 mg una vez al día,2,"['La dosis máxima recomendada es 10 mg una vez al día y debería alcanzarse en un plazo no menor a las 12 semanas.', 'El tratamiento de la insuficiencia cardíaca crónica estable con bisoprolol es generalmente un tratamiento de larga duración.']",La dosis máxima recomendada es 10 mg una vez al día y debería alcanzarse en un plazo no menor a las 12 semanas. || El tratamiento de la insuficiencia cardíaca crónica estable con bisoprolol es generalmente un tratamiento de larga duración.
Carrier_20__D1958-E-1672-02-Instruccion-Carrier-20-1#0660,¿Cuál es el tratamiento sintomático para la demencia tipo Alzheimer de intensidad moderada a severa?,tratamiento sintomático de la demencia tipo Alzheimer de intensidad moderada a severa,2,"['tratamiento sintomático de la demencia tipo Alzheimer de intensidad moderada a severa.', 'Código ATC: N06DX01. Antidemencial.']",tratamiento sintomático de la demencia tipo Alzheimer de intensidad moderada a severa. || Código ATC: N06DX01. Antidemencial.
Carrier_Plus__D2129-E-1850-02-Instruccion-Carrier-plus#0675,¿Cuál es el efecto adverso más común de la memantina en pacientes con asma?,Trastornos respiratorios,3,"['- Trastornos respiratorios: debido a su actividad colinérgica, los inhibidores de la colinesterasa deben ser indicados con precaución a pacientes con antecedentes de asma o de enfermedad pulmonar obstructiva.', '- Piel y fanega - Frecuentes: cataratas, conjuntivitis. Infrecuente: degeneración macular, disminución de la agudeza visual, disminución de la audición, acúfenos, blefaritis, visión borrosa, opacidad corneal, glaucoma, hemorragia conjuntival, dolor ocular, hemorragia retinal, xeroftalmia, diplopía, lagrimeo anormal, miopatía, desprendimiento de retina.', '- Sistema respiratorio - Frecuente: neumonía. Infrecuentes: apnea, asma, hemoptisis.']","- Trastornos respiratorios: debido a su actividad colinérgica, los inhibidores de la colinesterasa deben ser indicados con precaución a pacientes con antecedentes de asma o de enfermedad pulmonar obstructiva. || - Piel y fanega - Frecuentes: cataratas, conjuntivitis. Infrecuente: degeneración macular, disminución de la agudeza visual, disminución de la audición, acúfenos, blefaritis, visión borrosa, opacidad corneal, glaucoma, hemorragia conjuntival, dolor ocular, hemorragia retinal, xeroftalmia, diplopía, lagrimeo anormal, miopatía, desprendimiento de retina. || - Sistema respiratorio - Frecuente: neumonía. Infrecuentes: apnea, asma, hemoptisis."
Carrier_XR__D3160-E-2834-01-Instruccion-CarrierXR#0690,¿Cuál es el número de certificado del medicamento CARRIER XR?,51.342,1,['Dirección Técnica: Dr. Luis M. Radici – Farmacéutico. ESPECIALIDAD MEDICINAL AUTORIZADA POR EL MINISTERIO DE SALUD. Certificado N° 51.342'],Dirección Técnica: Dr. Luis M. Radici – Farmacéutico. ESPECIALIDAD MEDICINAL AUTORIZADA POR EL MINISTERIO DE SALUD. Certificado N° 51.342
Cominar__D2745-E-2423-01-Instruccion-Cominar-1#0705,¿Cuánto lactosa contiene cada cápsula de Diacereína?,226.0 mg,1,"['Cada  cápsula  contiene: DIACEREÍNA  50,0  mg. Excipientes:  lactosa  226,0  mg,']","Cada  cápsula  contiene: DIACEREÍNA  50,0  mg. Excipientes:  lactosa  226,0  mg,"
Conductasa_1200__Instruccion-Conductasa-1200-180x300-WEB#0720,¿Cuál es el efecto de la mesalazina en la activación de NFkB?,La mesalazina puede inhibir la activación de NFkB.,1,"['Datos recientes también sugieren que la mesalazina puede inhibir la activación de NFkB, un factor de transcripción nuclear que regula la transcripción de muchos genes para proteínas pro-inflamatorias, lo que llevó a la conclusión que esta acción puede reforzar los efectos de la droga.']","Datos recientes también sugieren que la mesalazina puede inhibir la activación de NFkB, un factor de transcripción nuclear que regula la transcripción de muchos genes para proteínas pro-inflamatorias, lo que llevó a la conclusión que esta acción puede reforzar los efectos de la droga."
Corticas_Crema__D2347-E-1917-01-Instrucci_n-Corticas-Crema-1#0750,¿Qué efecto tiene la inflamación en la absorción percutánea de los corticoides tópicos?,"{   ""answer"": La inflamación aumenta la absorción percutánea de los corticoides tópicos. }",2,"['La inflamación y/u otros procesos patológicos de la piel aumentan la absorción percutánea.', 'Los corticoides tópicos pueden ser absorbidos a través de la piel normal intacta.']",La inflamación y/u otros procesos patológicos de la piel aumentan la absorción percutánea. || Los corticoides tópicos pueden ser absorbidos a través de la piel normal intacta.
Corticas_L_UD__D2156-E-1877-01-Instruccion-CORTICAS-L-UD-1#0765,¿Qué pacientes no deben usar CORTICAS L UD?,Pacientes con hipersensibilidad o idiosincrasia demostrada a cualquiera de sus componentes y pacientes con infecciones micóticas sistémicas.,4,"['CORTICAS L UD está contraindicado en pacientes con hipersensibilidad o idiosincrasia demostrada a cualquiera de sus componentes.', 'La betametasona está contraindicada en pacientes con infecciones micóticas sistémicas.', 'Durante la corticoterapia los pacientes no deben vacunarse contra la viruela. Tampoco deben llevarse a cabo otros procedimientos de inmunización mientras se estén recibiendo corticosteroides, especialmente en dosis elevadas, debido al peligro potencial de complicaciones neurológicas y a la falta de respuesta en la producción de anticuerpos.', 'Advertencias: los corticosteroides pueden enmascarar algunos signos de infección, y durante su uso pueden desarrollarse nuevas infecciones.']","CORTICAS L UD está contraindicado en pacientes con hipersensibilidad o idiosincrasia demostrada a cualquiera de sus componentes. || La betametasona está contraindicada en pacientes con infecciones micóticas sistémicas. || Durante la corticoterapia los pacientes no deben vacunarse contra la viruela. Tampoco deben llevarse a cabo otros procedimientos de inmunización mientras se estén recibiendo corticosteroides, especialmente en dosis elevadas, debido al peligro potencial de complicaciones neurológicas y a la falta de respuesta en la producción de anticuerpos. || Advertencias: los corticosteroides pueden enmascarar algunos signos de infección, y durante su uso pueden desarrollarse nuevas infecciones."
Corticas_L__D1689-E-1557-01-Instrucci_n-Corticas-L-1#0780,¿Cuál es el efecto de la rifampicina en los corticosteroides durante la quimioprofilaxis?,"La rifampicina incrementa la depuración metabólica hepática de los corticosteroides, por lo cual puede ser necesario un ajuste de la dosis de los mismos.",1,"['Durante la corticoterapia prolongada, los enfermos deben recibir quimioprofilaxis. Cuando se utilice rifampicina en un programa quimioprofiláctico, debe tenerse en cuenta que la misma incrementa la depuración metabólica hepática de los corticosteroides, por lo cual puede ser necesario un ajuste de la dosis de los mismos.']","Durante la corticoterapia prolongada, los enfermos deben recibir quimioprofilaxis. Cuando se utilice rifampicina en un programa quimioprofiláctico, debe tenerse en cuenta que la misma incrementa la depuración metabólica hepática de los corticosteroides, por lo cual puede ser necesario un ajuste de la dosis de los mismos."
Crada__Instruccion-Crada-Web-1#0795,¿Cómo debe ser administrado CRADA según las instrucciones?,Siga exactamente las instrucciones de administración de CRADA indicadas por su médico.,2,"['Siga exactamente las instrucciones de administración de CRADA indicadas por su médico.', 'Consulte a su médico o farmacéutico si tiene dudas.']",Siga exactamente las instrucciones de administración de CRADA indicadas por su médico. || Consulte a su médico o farmacéutico si tiene dudas.
Crono_Corticas__D1735-E-1446-02-Instruccion-Crono-Corticas#0810,¿Qué temperatura se recomienda para conservar el medicamento?,Entre 15°C y 30°C,1,"['- Proteger de la luz, entre 15°C y 30°C.']","- Proteger de la luz, entre 15°C y 30°C."
Danlox_40_Venta_Libre___D0995-E-0321-04-Instrucci_n-Danlox-2#0825,¿Cuál es la dosis habitual de DANLOX para tratar una ulcera duodenal?,20 mg por día,0,[],
Dercolina_A__Instruccion-Dercolina-A-Adultos#0840,¿Cuál es la edad mínima para usar DERCOLINA A Adultos en niños?,12 años de edad,2,"['No debe usarse en niños menores de 12 años.', 'Uso en niños No debe usarse en niños menores de 12 años de edad.']",No debe usarse en niños menores de 12 años. || Uso en niños No debe usarse en niños menores de 12 años de edad.
Dercolina__D2607-E-2285-01-Instruccion-Dercolina-Jalea#0855,¿Qué tipo de lesiones se mencionan en el contexto?,"ulceraciones, heridas, irritaciones de la mucosa bucal",1,"['ulceraciones, heridas, irritaciones de la mucosa bucal (labios, paladar, encías, lengua).']","ulceraciones, heridas, irritaciones de la mucosa bucal (labios, paladar, encías, lengua)."
Detixol__D3222-E-2897-01-Instruccion-Detixol#0870,¿Cuántas horas prolonga la actividad terapéutica del Succinato de doxilamina?,4-6 horas,1,"['Tras su administración por vía oral alcanza concentraciones máximas a las 2-3 horas de su ingesta, prolongándose su actividad terapéutica durante un período de 4-6 horas.']","Tras su administración por vía oral alcanza concentraciones máximas a las 2-3 horas de su ingesta, prolongándose su actividad terapéutica durante un período de 4-6 horas."
Dilcoran_D__D2639-E-2317-01-Instrucci_n-Dilcoran-D-1#0885,¿Cuál es el riesgo de efectos adversos causados por la amantadina cuando se administra concomitantemente con diuréticos tiazídicos?,La administración concomitante de diuréticos tiazídicos puede aumentar el riesgo de efectos adversos causados por amantadina.,1,"['La administración concomitante de diuréticos tiazídicos, incluyendo la hidroclorotiazida, puede aumentar el riesgo de efectos adversos causados por amantadina,']","La administración concomitante de diuréticos tiazídicos, incluyendo la hidroclorotiazida, puede aumentar el riesgo de efectos adversos causados por amantadina,"
Dilcoran_D__D2639-E-2317-01-Instrucci_n-Dilcoran-D-1#0900,¿Qué síntomas deben notar los pacientes que toman DILCORAN D?,"Hinchazón en la cara, lengua o faringe, dificultad para tragar, urticaria y dificultad para respirar.",4,"['Debe visitar a su médico inmediatamente si nota síntomas de angioedema, tales como', 'Hinchazón en la cara, lengua o faringe', 'Dificultad para tragar', 'Urticaria y dificultad para respirar']","Debe visitar a su médico inmediatamente si nota síntomas de angioedema, tales como || Hinchazón en la cara, lengua o faringe || Dificultad para tragar || Urticaria y dificultad para respirar"
Dilcoran_Plus_D__D5665-E-5330-01-Instruccion-Dilcoran-Plus-D-Uhlmann-600x200-1#0915,¿Cuál es el efecto de la insuficiencia renal en la vida media de eliminación de hidroclorotiazida?,La vida media de eliminación de hidroclorotiazida es casi el doble en pacientes con insuficiencia renal leve a moderada.,2,"['En pacientes con insuficiencia renal leve a moderada, la vida media de eliminación es casi el doble.', 'El aclaramiento renal de hidroclorotiazida también se reduce en gran medida en comparación con el aclaramiento renal de aproximadamente 300 mL/min que presentan los pacientes con función renal conservada.']","En pacientes con insuficiencia renal leve a moderada, la vida media de eliminación es casi el doble. || El aclaramiento renal de hidroclorotiazida también se reduce en gran medida en comparación con el aclaramiento renal de aproximadamente 300 mL/min que presentan los pacientes con función renal conservada."
Dilcoran_Plus_D__D5665-E-5330-01-Instruccion-Dilcoran-Plus-D-Uhlmann-600x200-1#0930,¿Qué efecto adverso se asocia con la exposición intrauterina a diuréticos tiazídicos como hidroclorotiazida?,ictericia o trombocitopenia fetal o neonatal,2,"['La exposición intrauterina a diuréticos tiazídicos, como hidroclorotiazida, se asocia con ictericia o trombocitopenia fetal o neonatal y puede asociarse con otras reacciones adversas registradas en los adultos.', 'En caso de embarazo durante la terapia, se debe suspender cuanto antes la administración de DILCORAN PLUS D.']","La exposición intrauterina a diuréticos tiazídicos, como hidroclorotiazida, se asocia con ictericia o trombocitopenia fetal o neonatal y puede asociarse con otras reacciones adversas registradas en los adultos. || En caso de embarazo durante la terapia, se debe suspender cuanto antes la administración de DILCORAN PLUS D."
Dilcoran_Plus__D2648-E-2326-01-Instruccion-Dilcoran-Plus#0945,¿Cuál es el efecto principal de la sobredosificación de valsartán en DILCORAN PLUS?,La hipotensión pronunciada con mareo es el principal síntoma de la sobredosificación de valsartán.,2,"['El principal síntoma de la sobredosificación de valsartán será probablemente la hipotensión pronunciada con mareo.', 'La hipotensión clínicamente significativa a causa de una sobredosis de DILCORAN PLUS exige un apoyo cardiovascular activo, incluida la monitorización asidua de la función cardiaca y respiratoria, la elevación de las extremidades, y atención al volumen de líquido circulante y la producción de orina.']","El principal síntoma de la sobredosificación de valsartán será probablemente la hipotensión pronunciada con mareo. || La hipotensión clínicamente significativa a causa de una sobredosis de DILCORAN PLUS exige un apoyo cardiovascular activo, incluida la monitorización asidua de la función cardiaca y respiratoria, la elevación de las extremidades, y atención al volumen de líquido circulante y la producción de orina."
Dilcoran__MKG-Instruccion-Dilcoran#0960,¿Cuál es el efecto principal del valsartán sobre la tensión arterial en pacientes con hipertensión?,reduce la tensión arterial sin afectar a la frecuencia cardíaca,3,"['La administración de valsartán a pacientes con hipertensión reduce la tensión arterial sin afectar a la frecuencia cardíaca.', 'Tras la administración de una dosis oral única, el efecto antihipertensivo ocurre en la mayoría de los individuos en un plazo de 2 horas y la máxima reducción de la tensión arterial se alcanza en 4 a 6 horas.', 'El efecto antihipertensor persiste más de 24 horas. Con tomas repetidas, la máxima reducción de la tensión arterial se alcanza generalmente en 2 a 4 semanas y se mantiene durante el tratamiento a largo plazo.']","La administración de valsartán a pacientes con hipertensión reduce la tensión arterial sin afectar a la frecuencia cardíaca. || Tras la administración de una dosis oral única, el efecto antihipertensivo ocurre en la mayoría de los individuos en un plazo de 2 horas y la máxima reducción de la tensión arterial se alcanza en 4 a 6 horas. || El efecto antihipertensor persiste más de 24 horas. Con tomas repetidas, la máxima reducción de la tensión arterial se alcanza generalmente en 2 a 4 semanas y se mantiene durante el tratamiento a largo plazo."
Dilcoran__MKG-Instruccion-Dilcoran#0975,¿Cuál es el efecto del valsartán sobre la función hepática en pacientes con hipertensión esencial?,No es necesario un monitoreo especial de los parámetros de laboratorio en los pacientes con hipertensión esencial que reciben tratamiento con valsartán.,2,"['No se requiere ajuste de dosis en los pacientes con insuficiencia hepática.', 'Se informaron elevaciones ocasionales de los valores de función hepática en pacientes tratados con valsartán.']",No se requiere ajuste de dosis en los pacientes con insuficiencia hepática. || Se informaron elevaciones ocasionales de los valores de función hepática en pacientes tratados con valsartán.
Elant__D3071-E-2744-01-Instruccion-Elant#0990,¿Qué clase ATC tiene la teneligliptina?,A10BH,1,['Clase ATC: A10BH.'],Clase ATC: A10BH.
Elifer__D1705-E-1406-02-Instruccion-Elifer#1005,¿Cuál es la cantidad de povidona K30 en cada comprimido recubierto de ELIFER 300?,0.600 mg,1,"['ELIFER 300: cada comprimido recubierto contiene: gabapentin 300 mg. Excipientes: copovidona 40,500 mg, fosfato tricálcico 53,475 mg, dióxido silicio coloidal 1,125 mg, crospovidona  45,000 mg,  talco  7,500  mg,  estearato  de  magnesio  5,400  mg,  bióxido  de  titanio  3,120  mg,  hidroxipropilmetilcelulosa E15 3,600 mg, polietilenglicol 6000 1,680 mg, povidona K30 0,600 mg.']","ELIFER 300: cada comprimido recubierto contiene: gabapentin 300 mg. Excipientes: copovidona 40,500 mg, fosfato tricálcico 53,475 mg, dióxido silicio coloidal 1,125 mg, crospovidona  45,000 mg,  talco  7,500  mg,  estearato  de  magnesio  5,400  mg,  bióxido  de  titanio  3,120  mg,  hidroxipropilmetilcelulosa E15 3,600 mg, polietilenglicol 6000 1,680 mg, povidona K30 0,600 mg."
Elifer__D1705-E-1406-02-Instruccion-Elifer#1020,¿Cuál es el efecto adverso más comúnmente asociado con el gabapentin en pacientes pediátricos?,Somnolencia,0,[],
Enabran__D1341-Instrucci_n-Enabran-1#1035,¿Cuál es el síntoma de hiperpirexia asociado al uso del haloperidol?,hiperpirexia,7,"['{', '""sentences"": [', '""Síndrome  neuroléptico  maligno:  este  complejo  sintomático  potencialmente  fatal  se  ha observado  en  asociación  a  drogas  antipsicóticas. Sus  manifestaciones  clínicas  son:', 'hiperpirexia, rigidez muscular, inestabilidad autonómica (pulso irregular, taquicardia, arritmias, diaforesis, alteración de la presión arterial) y alteración del estado mental (incluyendo catatonía);', 'puede ocurrir mioglobinuria e insuficiencia renal aguda. En caso de aparecer esta patología se debe discontinuar el haloperidol y efectuar tratamiento médico inmediato.""', ']', '}']","{ || ""sentences"": [ || ""Síndrome  neuroléptico  maligno:  este  complejo  sintomático  potencialmente  fatal  se  ha observado  en  asociación  a  drogas  antipsicóticas. Sus  manifestaciones  clínicas  son: || hiperpirexia, rigidez muscular, inestabilidad autonómica (pulso irregular, taquicardia, arritmias, diaforesis, alteración de la presión arterial) y alteración del estado mental (incluyendo catatonía); || puede ocurrir mioglobinuria e insuficiencia renal aguda. En caso de aparecer esta patología se debe discontinuar el haloperidol y efectuar tratamiento médico inmediato."" || ] || }"
Enabran_gotas__D1341-Instrucci_n-Enabran-1-gotas#1050,¿Cuál es el síndrome que puede aparecer en pacientes con haloperidol a largo plazo?,Disquinesia tardía,2,"['Disquinesia tardía:  este síndrome consistente en movimientos disquinéticos involuntarios potencialmente irreversibles puede desarrollarse en pacientes tratados con drogas antipsicóticas incluyendo el haloperidol.', 'Disquinesia tardía: es un síndrome consistente en movimientos involuntarios disquinéticos potencialmente irreversibles que pueden aparecer en pacientes en tratamiento con haloperidol a largo plazo o luego de sus suspensión.']",Disquinesia tardía:  este síndrome consistente en movimientos disquinéticos involuntarios potencialmente irreversibles puede desarrollarse en pacientes tratados con drogas antipsicóticas incluyendo el haloperidol. || Disquinesia tardía: es un síndrome consistente en movimientos involuntarios disquinéticos potencialmente irreversibles que pueden aparecer en pacientes en tratamiento con haloperidol a largo plazo o luego de sus suspensión.
Enolex__D2339-E-2020-01-Instruccion-Enolex_compressed#1065,¿Cuál es el rango de referencia COVANCE para Prolactina en mujeres de 12 a 14 años?,2.52 – 16.90 ng/mL,3,"['6 rango de referencia COVANCE para Prolactina según publicación de Wiedemann y Jonetz-Mentzel (1993): Mujeres 12 a 14 años: 2.52 – 16.90 ng/mL.', 'Hombres 12 a 14 años: 2.84 – 24.00 ng/mL', '14 a 19 años: 4.20 – 39.00 ng/mL']",6 rango de referencia COVANCE para Prolactina según publicación de Wiedemann y Jonetz-Mentzel (1993): Mujeres 12 a 14 años: 2.52 – 16.90 ng/mL. || Hombres 12 a 14 años: 2.84 – 24.00 ng/mL || 14 a 19 años: 4.20 – 39.00 ng/mL
Enolex__D2339-E-2020-01-Instruccion-Enolex_compressed#1080,¿Cuántas veces la dosis diaria máxima recomendada en seres humanos recibieron los monos rhesus de olanzapina?,8 veces la dosis diaria máxima recomendada en seres humanos sobre una base de mg/m2,1,['en ratas que recibieron dosis orales de hasta 15 veces la dosis diaria máxima recomendada en seres humanos (20 mg) y monos rhesus que recibieron dosis orales de hasta 8 veces la dosis diaria máxima recomendada en seres humanos sobre una base de mg/m2.'],en ratas que recibieron dosis orales de hasta 15 veces la dosis diaria máxima recomendada en seres humanos (20 mg) y monos rhesus que recibieron dosis orales de hasta 8 veces la dosis diaria máxima recomendada en seres humanos sobre una base de mg/m2.
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1095,¿Cuál es la incidencia de muertes súbitas inexplicables en pacientes que toman topiramato?,"0,0035 muertes por pacienteaño",2,"['Mientras duró el desarrollo de los comprimidos de topiramato, se registraron 10 muertes súbitas e inexplicables entre un cohorte de pacientes en tratamiento (2796 individuoaños de exposición).', 'Esto representa una incidencia de 0,0035 muertes por pacienteaño. A pesar de que este índice excede lo esperado en una población saludable equiparable en edad y sexo, se encuentra dentro del rango de los estimados para la incidencia de muertes súbitas inexplicables en pacientes epilépticos que no reciben topiramato (0,0005 para la población general de pacientes epilépticos, 0,003 para la población de un estudio clínico, similar a lo observado con topiramato y de 0,005 para pacientes con epilepsia refractaria).']","Mientras duró el desarrollo de los comprimidos de topiramato, se registraron 10 muertes súbitas e inexplicables entre un cohorte de pacientes en tratamiento (2796 individuoaños de exposición). || Esto representa una incidencia de 0,0035 muertes por pacienteaño. A pesar de que este índice excede lo esperado en una población saludable equiparable en edad y sexo, se encuentra dentro del rango de los estimados para la incidencia de muertes súbitas inexplicables en pacientes epilépticos que no reciben topiramato (0,0005 para la población general de pacientes epilépticos, 0,003 para la población de un estudio clínico, similar a lo observado con topiramato y de 0,005 para pacientes con epilepsia refractaria)."
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1110,¿Qué temperatura se recomienda para conservar el medicamento EPISTAL?,Entre 15 y 30 °C,1,"['Conservar entre 15 y 30 ̊C, proteger de la humedad.']","Conservar entre 15 y 30 ̊C, proteger de la humedad."
Ernex_Duo__D0299-E-0863-03-Instruccion-Ernex-Duo#1125,¿Qué tipo de venta tiene la Bencidamina?,Venta bajo receta,1,['VENTA BAJO RECETA'],VENTA BAJO RECETA
Ernex_Rosa__D0680-E-0305-03-Instrucci_n-Ernex-Rosa-Polvo#1140,¿Cuánto cloruro de sodio contiene cada sobre?,4.400 g,1,"['Cada sobre contiene: bencidamina clorhidrato 0,250 g. Excipientes: cetrimida  0,050 g; cloruro de sodio 4,400 g.']","Cada sobre contiene: bencidamina clorhidrato 0,250 g. Excipientes: cetrimida  0,050 g; cloruro de sodio 4,400 g."
Exogel__Instruccion-Exogel-1#1155,¿Cuál es la temperatura óptima para conservar EXOGEL?,Entre 15 y 30 °C,2,"['Conservar en lugar seco, entre 15 y 30 °C', '- Conservar en lugar seco, entre 15 y 30 °C']","Conservar en lugar seco, entre 15 y 30 °C || - Conservar en lugar seco, entre 15 y 30 °C"
Explaner_LP__D1792-E-1508-02-Instrucci_n-Explaner-LP-1#1170,¿Qué efecto adverso puede ocurrir en pacientes con trastorno de la función hepática que toman nimodipina?,La tensión arterial y el pulso deben controlarse cuidadosamente y deben darse dosis menores a las recomendadas.,2,"['En dichos pacientes la tensión arterial y el pulso debe controlarse cuidadosamente y deben darse dosis menores a las recomendadas.', 'En raras oportunidades se han reportado pseudo-obstrucción intestinal e íleo en pacientes tratados con nimodipina.']",En dichos pacientes la tensión arterial y el pulso debe controlarse cuidadosamente y deben darse dosis menores a las recomendadas. || En raras oportunidades se han reportado pseudo-obstrucción intestinal e íleo en pacientes tratados con nimodipina.
FILTEN-D-G00081104-05#1185,¿Quién es contraindicado para el tratamiento con Filtén D?,"Pacientes con bradicardia severa, shock cardiogénico, bloqueo AV de segundo y tercer grado, enfermedad del nódulo sinusal, insuficiencia cardíaca descompensada (clase IV NYHA), hipotensión severa, angina variante o de Prinzmetal, hipertensión pulmonar, cor pulmonale, antecedentes de enfermedad obstructiva de las vías aéreas, asma bronquial, insuficiencia hepática o renal severa, anuria, hipersensibilidad conocida al carvedilol, hidroclorotiazida, sulfamidas y derivados, hipopotasemia e hiponatremia refractarias, hipercalcemia, hipofunción de las glándulas suprarrenales, embarazo, lactancia, niños y adolescentes menores de 18 años.",4,"['FILTEN® D se encuentra contraindicado en pacientes con bradicardia severa, shock cardiogénico, bloqueo AV de segundo y tercer grado, enfermedad del nódulo sinusal (incluyendo bloqueo sino-auricular), insuficiencia cardíaca descompensada (clase IV NYHA) que requiera tratamiento inotrópico intravenoso, hipotensión severa (presión arterial sistólica < 85 mmHg).', 'Angina variante o de Prinzmetal. Hipertensión pulmonar, cor pulmonale. Antecedentes de enfermedad obstructiva de las vías aéreas, asma bronquial, insuficiencia hepática o renal severa, anuria.', 'Hipersensibilidad conocida al carvedilol, a la hidroclorotiazida, a las sulfamidas y derivados, o a alguno de los excipientes del producto. Hipopotasemia e hiponatremia refractarias. Hipercalcemia. Hipofunción de las glándulas suprarrenales (enfermedad de Addison).', 'Administración concomitante con inhibidores de la monoamino-oxidasa o verapamilo y diltiazem por vía intravenosa. Diabetes mellitus descompensada. Embarazo. Lactancia. Niños y adolescentes menores de 18 años.']","FILTEN® D se encuentra contraindicado en pacientes con bradicardia severa, shock cardiogénico, bloqueo AV de segundo y tercer grado, enfermedad del nódulo sinusal (incluyendo bloqueo sino-auricular), insuficiencia cardíaca descompensada (clase IV NYHA) que requiera tratamiento inotrópico intravenoso, hipotensión severa (presión arterial sistólica < 85 mmHg). || Angina variante o de Prinzmetal. Hipertensión pulmonar, cor pulmonale. Antecedentes de enfermedad obstructiva de las vías aéreas, asma bronquial, insuficiencia hepática o renal severa, anuria. || Hipersensibilidad conocida al carvedilol, a la hidroclorotiazida, a las sulfamidas y derivados, o a alguno de los excipientes del producto. Hipopotasemia e hiponatremia refractarias. Hipercalcemia. Hipofunción de las glándulas suprarrenales (enfermedad de Addison). || Administración concomitante con inhibidores de la monoamino-oxidasa o verapamilo y diltiazem por vía intravenosa. Diabetes mellitus descompensada. Embarazo. Lactancia. Niños y adolescentes menores de 18 años."
FILTEN-D-G00081104-05#1200,¿Cuál es el efecto común de la medicación en la visión?,Disminución del lagrimeo y alteraciones en la visión,1,"['Frecuentes: Disminución del lagrimeo (ojo seco), irritación de los ojos, alteraciones en la visión.']","Frecuentes: Disminución del lagrimeo (ojo seco), irritación de los ojos, alteraciones en la visión."
