chunk_id,question,context_preview,doc_id
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1095,¿Cuál es la incidencia de muertes súbitas inexplicables en pacientes que toman topiramato?,"sobre el SNC que se observaron ocasionalmente con topiramato como tratamiento complementario, incluyen: mareos o desequilibrios, confusión, problemas de memoria y exacerbación de las alteraciones del humor (por ej.: irritabilidad y depresió…",Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1
Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1#1110,¿Qué temperatura se recomienda para conservar el medicamento EPISTAL?,"Presentación EPISTAL 25 - 50:  envases con 28 comprimidos recubiertos. EPISTAL 100: envases con 28 y 56 comprimidos recubiertos. Fecha de la última revisión: noviembre de 2010  Forma de Conservación - Conservar entre 15 y 30 ̊C, proteger de…",Epistal__D1978-E-1691-02-Instrucci_n-Epistal-1
Ernex_Duo__D0299-E-0863-03-Instruccion-Ernex-Duo#1125,¿Qué tipo de venta tiene la Bencidamina?,ERNEX® DUO  BENCIDAMINA  CETILPIRIDINIO  VENTA BAJO RECETA  INDUSTRIA ARGENTINA  COLUTORIO,Ernex_Duo__D0299-E-0863-03-Instruccion-Ernex-Duo
Ernex_Rosa__D0680-E-0305-03-Instrucci_n-Ernex-Rosa-Polvo#1140,¿Cuánto cloruro de sodio contiene cada sobre?,"Fórmula Cada sobre contiene:  bencidamina clorhidrato 0,250 g. Excipientes:  cetrimida  0,050 g; cloruro de sodio 4,400 g.",Ernex_Rosa__D0680-E-0305-03-Instrucci_n-Ernex-Rosa-Polvo
Exogel__Instruccion-Exogel-1#1155,¿Cuál es la temperatura óptima para conservar EXOGEL?,"Presentación: pomo x 30 g. Fecha de última revisión: enero de 2018:  Forma de conservación - Conservar en lugar seco, entre 15 y 30 °C - Mantener alejado del alcance de los niños. Aplicar una capa delgada de EXOGEL una vez por día (preferen…",Exogel__Instruccion-Exogel-1
Explaner_LP__D1792-E-1508-02-Instrucci_n-Explaner-LP-1#1170,¿Qué efecto adverso puede ocurrir en pacientes con trastorno de la función hepática que toman nimodipina?,"Precauciones Tensión arterial:  la nimodipina posee los efectos hemodinámicos de los bloqueantes de los canales de calcio, aunque dichos efectos no son marcados. Sin embargo, la administración  intravenosa  del  contenido  de  una  cápsula …",Explaner_LP__D1792-E-1508-02-Instrucci_n-Explaner-LP-1
FILTEN-D-G00081104-05#1185,¿Quién es contraindicado para el tratamiento con Filtén D?,"CONTRAINDICACIONES:  FILTEN® D se encuentra contraindicado en pacientes con bradicardia severa, shock cardiogénico, bloqueo AV de segundo y tercer grado, enfermedad del nódulo sinusal (incluyendo bloqueo sino-auricular), insuficiencia cardí…",FILTEN-D-G00081104-05
FILTEN-D-G00081104-05#1200,¿Cuál es el efecto común de la medicación en la visión?,"pies fríos), aumento de los síntomas en pacientes con claudicación intermitente (aumento del dolor en las piernas al caminar) o fenómeno de Raynaud (disminución de la sangre en los dedos de las manos y de los pies, las orejas y la nariz). T…",FILTEN-D-G00081104-05
Factor_AE_Venta_Libre___D0751-E-1133-02-Instrucci_n-Factor-AE-1#1215,¿A qué temperatura se debe conservar el medicamento CASASCO?,"Forma de conservación: - Conservar en lugar fresco y seco, preferentemente entre 15 y 30°C. - Mantener alejado del alcance de los niños. Dirección Técnica: Dr. Luis M. Radici – Farmacéutico. Medicamento autorizado por el Ministerio de Salud…",Factor_AE_Venta_Libre___D0751-E-1133-02-Instrucci_n-Factor-AE-1
Factor_AG__D0328-E-0291-04-Instrucci_n-Factor-AG-200-1-1#1245,¿Cuál es la cantidad de fosfato tricálcico en cada comprimido?,"Fórmula:  Cada comprimido contiene: simeticona  200,000 mg. Excipientes: gelatina 13,500 mg, almidón pregelatinizado 13,500 mg,  fosfato tricálcico 481,241 mg, celulosa microcristalina 183,500 mg, tartracina  0,057 mg, amarillo ocaso 0,002 …",Factor_AG__D0328-E-0291-04-Instrucci_n-Factor-AG-200-1-1
Factor_D_rmico__Instruccion-Factor-Dermico-Venta#1260,¿Qué tipo de hongos patógenos es efectivo el miconazol contra?,"Acción Farmacológica:  el miconazol es un antifúngico azólico activo contra dermatofitos, levaduras y otros  hongos  patógenos  para  el  hombre. Presenta  también  actividad  sobre  algunas  bacterias gram-positivas. El miconazol inhibe la…",Factor_D_rmico__Instruccion-Factor-Dermico-Venta
Fentaxina__D1514-E-1254-02-Instrucci_n-Fentaxina-1#1275,¿Cuántos días dura la dosis de 750 mg del medicamento?,Dosis:  Frecuencia diaria (mg) cada 24 h  500  cada 24 h cada 24 h  750 500  Duración (**) 7 días  7-14 días 7-14 días  cada 24 h  750  5 días,Fentaxina__D1514-E-1254-02-Instrucci_n-Fentaxina-1
Fentaxina__D1514-E-1254-02-Instrucci_n-Fentaxina-1#1290,¿Cuál es el tratamiento recomendado para una sobredosificación de levofloxacina?,"Casos aislados: reacción psicótica con comportamiento de riesgo personal (inclusive actos o ideas suicidas). - Cardiovasculares: Raras: taquicardia, hipotensión. Muy raras: shock (anafiláctico/anafilac-toide). Casos aislados: prolongación d…",Fentaxina__D1514-E-1254-02-Instrucci_n-Fentaxina-1
G00072104-08-ALPLAX_XR_web#1320,¿Cuáles son las presentaciones de ALPLAX XR?,"ALPLAX XR® lejos del alcance de los niños. ¿Cuáles son las presentaciones? ALPLAX XR® 0,5; 1 y 2: Se presenta en envases conteniendo 20 comprimidos de liberación sostenida. Evite las bebidas alcohólicas. El efecto del alcohol puede potencia…",G00072104-08-ALPLAX_XR_web
G00072203-01-april-web#1335,¿Cuál es el riesgo relativo de trombosis venosa en mujeres que usan anticonceptivos orales combinados con factores predisponentes?,"la hiperlipidemia, la edad y la obesidad. En particular, algunos progestágenos disminuyen el colesterol HDL y provocan intolerancia a la glucosa, mientras que los estrógenos pueden generar un estado de hiperinsulinismo. Se ha demostrado que…",G00072203-01-april-web
G00072203-01-april-web#1350,¿Cuál es la dosis de etinilestradiol en cada comprimido recubierto de APRIL?,"Composición Cada comprimido recubierto de APRIL® contiene:  Levonorgestrel ...........................................................................0,100 mg Etinilestradiol .................................................................…",G00072203-01-april-web
G00072601-09-AMBISOME-Prospecto-web#1365,¿Cuál es la cantidad de anfotericina B en cada frasco ampolla de AMBISOME?,"COMPOSICIÓN:  Cada frasco ampolla de polvo liofilizado de AMBISOME® contiene: Anfotericina B (en liposomas) ............................................ 50 mg Excipientes: Sacarosa, Fosfatidilcolina Hidrogenada de soja, Diestearoilfosfatidi…",G00072601-09-AMBISOME-Prospecto-web
G00072601-09-AMBISOME-Prospecto-web#1380,¿Cuál es el riesgo de hipopotasemia en pacientes que reciben AMBISOME?,"grupos tratados con las dosis altas. En particular, se debe ser precavido en los casos que requieran tratamiento prolongado. Los electrolitos séricos, en particular el potasio y el magnesio, como también las funciones renal, hepática y hema…",G00072601-09-AMBISOME-Prospecto-web
