chunk_id,question,answer,n_sentences,sentences,sentences_join
G00077101-11-INSOMNIUM#2150,¿Cuál es el tratamiento recomendado para una sobredosis de zopiclona?,"Inducir el vómito o realizar un lavado gástrico con conservación de la vía aérea si está inconsciente. Si el vaciado gástrico no aporta ninguna ventaja, administrarse carbón activado para reducir la absorción.",9,"['La sobredosis se manifiesta habitualmente con diferentes grados de depresión del sistema nervioso central, que van desde somnolencia hasta coma, dependiendo de la cantidad ingerida.', 'En los casos moderados, los síntomas incluyen somnolencia, confusión y letargo; en los casos más severos, los síntomas pueden incluir ataxia, hipotonía, hipotensión, metahemoglobinemia, depresión respiratoria , raramente coma.y muy raramente un desenlace mortal.', 'El manejo clínico de la sobredosis de cualquier medicamento, siempre debe tener en cuenta la posibilidad de que el paciente pueda desarrollar una depresión del sistema nervioso central.', 'Se recomienda tratamiento sintomático y de soporte en un ambiente clínico adecuado, se deberá prestar atención a las funciones respiratoria y cardiovascular.', 'Tras una sobredosis de zopiclona, debe inducirse el vómito (antes de una hora) si el paciente conserva la consciencia o realizarse un lavado gástrico con conservación de la vía aérea si está inconsciente.', 'Si el vaciado gástrico no aporta ninguna ventaja, debe administrarse carbón activado para reducir la absorción.', 'El lavado gástrico o el carbón activado son útiles solo cuando se realizan próximos a la ingestión del medicamento.', 'La hemodiálisis no es efectiva debido al gran volumen de distribución de zopiclona.', 'El flumazenil puede ser un antídoto útil.']","La sobredosis se manifiesta habitualmente con diferentes grados de depresión del sistema nervioso central, que van desde somnolencia hasta coma, dependiendo de la cantidad ingerida. || En los casos moderados, los síntomas incluyen somnolencia, confusión y letargo; en los casos más severos, los síntomas pueden incluir ataxia, hipotonía, hipotensión, metahemoglobinemia, depresión respiratoria , raramente coma.y muy raramente un desenlace mortal. || El manejo clínico de la sobredosis de cualquier medicamento, siempre debe tener en cuenta la posibilidad de que el paciente pueda desarrollar una depresión del sistema nervioso central. || Se recomienda tratamiento sintomático y de soporte en un ambiente clínico adecuado, se deberá prestar atención a las funciones respiratoria y cardiovascular. || Tras una sobredosis de zopiclona, debe inducirse el vómito (antes de una hora) si el paciente conserva la consciencia o realizarse un lavado gástrico con conservación de la vía aérea si está inconsciente. || Si el vaciado gástrico no aporta ninguna ventaja, debe administrarse carbón activado para reducir la absorción. || El lavado gástrico o el carbón activado son útiles solo cuando se realizan próximos a la ingestión del medicamento. || La hemodiálisis no es efectiva debido al gran volumen de distribución de zopiclona. || El flumazenil puede ser un antídoto útil."
G00078104-18-novacef-web#2250,¿Cuál es la dosis recomendada en adultos para el medicamento NOVACEF®?,400 mg (1 comprimido recubierto de NOVACEF® 400 mg) al día,2,"['La dosis que su médico le recete dependerá del tipo de infección y de la gravedad de ésta. También depende del funcionamiento de los riñones. Su médico se lo explicará.', 'La  dosis  recomendada  en  adultos  es  de  400  mg  (1  comprimido recubierto  de  NOVACEF®  400  mg)  al  día.']",La dosis que su médico le recete dependerá del tipo de infección y de la gravedad de ésta. También depende del funcionamiento de los riñones. Su médico se lo explicará. || La  dosis  recomendada  en  adultos  es  de  400  mg  (1  comprimido recubierto  de  NOVACEF®  400  mg)  al  día.
G00078202-09-Lercadip_web#2300,¿Cuál es el peso total del excipiente Almidón glicolato sódico en cada comprimido recubierto de LERCADIP?,"31,000 mg",3,"['Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg', 'Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg', 'Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg']","Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg || Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg || Cada comprimido recubierto de LERCADIP® 20 contiene: Lercanidipina clorhidrato (como Lercanidipina 18,8 mg) .......... 20 mg Excipientes: Lactosa monohidrato ......................................................... 60,000 mg Celulosa microcristalina ................................... ................. 78,000 mg Almidón glicolato sódico .................................................... 31,000 mg Povidona .............................................................................. 9,000 mg"
G00078705-13-paxon-d-web#2350,¿Cuál es el peso del principio activo Losartán potásico en cada comprimido recubierto de PAXON D?,50 mg,3,"['Losartán potásico ............................................................................... 50 mg', 'potásico ............................................................................... 50 mg', 'Losartán Potásico .............................................................................100 mg']",Losartán potásico ............................................................................... 50 mg || potásico ............................................................................... 50 mg || Losartán Potásico .............................................................................100 mg
G00078705-13-paxon-d-web#2400,"¿Cuál es el peso del principio activo Losartán Potásico en cada comprimido recubierto de PAXON® D 100/12,5?",100 mg,1,"['Cada comprimido recubierto de PAXON® D 100/12,5 contiene: Losartán Potásico ...........................................................................100 mg']","Cada comprimido recubierto de PAXON® D 100/12,5 contiene: Losartán Potásico ...........................................................................100 mg"
G00078803-02-prograf-web#2450,¿Cuál es el síndrome ocular raro asociado con este medicamento?,síndrome de encefalopatía posterior reversible (SEPR),3,"['visión borrosa, fotofobia, trastornos oculares.', 'cataratas.', 'ceguera.']","visión borrosa, fotofobia, trastornos oculares. || cataratas. || ceguera."
G00079203-10-damsel-web#2500,¿Cuál es el efecto adverso grave más frecuente en mujeres usuarias del AOC?,Tromboembolismo venoso,3,"['Tromboembolismo venoso;', 'Tromboembolismo arterial;', 'Hipertensión;']",Tromboembolismo venoso; || Tromboembolismo arterial; || Hipertensión;
G00080002-05-drimux-web#2550,¿Cuál es el ajuste diario recomendado para la dosis de Espirónolactona en pacientes con insuficiencia cardíaca?,El ajuste diario recomendado para la dosis de Espirónolactona es de 25 mg a 200 mg diarios.,6,"['La do sis ini cial es de 100 mg por día y se au men\xad ta rá se gún sea ne ce sa rio, con in ter va los de 2 se ma nas, has ta 400 mg por día.', 'No re du cir au to má ti ca men te la do sis de otros tra ta mien tos, tal co mo se re co mien da en hi\xad per ten sión esen cial. Se re co mien da in ge rir DRI MUX® A una vez al día con el de sa yu no (los ali men tos no in ter fie\xad ren en su ab sor ción); el ajus te de do sis de be rá rea li zar se ca da 2 se ma nas (o co mo mí ni mo ca da 5 días).', 'Una vez que el ede ma es tá con tro la do, la do sis ha bi tual de man te ni mien to es de 25\xad200 mg por día.', 'Cuan do se uti li ce DRI MUX® A 25 mg con el ob je ti vo de blo quear el es ca pe de al dos te ro na de los pa cien tes con in su fi cien cia car día ca iz quier da tra ta dos con in hi bi do res de la en zi ma con ver ti do ra o an ta go nis tas de la an gio ten si na II, la do sis ini cial re co men da da es de 25 mg /día y el ran go de do sis va ría de 12,5 mg /día a 75 mg /día se gún la res pues ta del pa cien te y los con tro les de la bo ra to rio.', 'Si el co cien te so dio /po ta sio uri na rio es ma yor de 1 o la na triu re sis es pon tá nea es ma yor de 10 mEq /día la do sis su ge ri da es de 100 mg dia rios. Si el co cien te so dio /po ta sio es me nor de 1 o la na triu re sis es pon tá nea es me nor de 10 mEq /día la do sis su ge ri da es de 200 mg a 400 mg dia rios.', 'La do sis de man te ni mien to de be de ter mi nar se in di vi dual men te.']","La do sis ini cial es de 100 mg por día y se au men­ ta rá se gún sea ne ce sa rio, con in ter va los de 2 se ma nas, has ta 400 mg por día. || No re du cir au to má ti ca men te la do sis de otros tra ta mien tos, tal co mo se re co mien da en hi­ per ten sión esen cial. Se re co mien da in ge rir DRI MUX® A una vez al día con el de sa yu no (los ali men tos no in ter fie­ ren en su ab sor ción); el ajus te de do sis de be rá rea li zar se ca da 2 se ma nas (o co mo mí ni mo ca da 5 días). || Una vez que el ede ma es tá con tro la do, la do sis ha bi tual de man te ni mien to es de 25­200 mg por día. || Cuan do se uti li ce DRI MUX® A 25 mg con el ob je ti vo de blo quear el es ca pe de al dos te ro na de los pa cien tes con in su fi cien cia car día ca iz quier da tra ta dos con in hi bi do res de la en zi ma con ver ti do ra o an ta go nis tas de la an gio ten si na II, la do sis ini cial re co men da da es de 25 mg /día y el ran go de do sis va ría de 12,5 mg /día a 75 mg /día se gún la res pues ta del pa cien te y los con tro les de la bo ra to rio. || Si el co cien te so dio /po ta sio uri na rio es ma yor de 1 o la na triu re sis es pon tá nea es ma yor de 10 mEq /día la do sis su ge ri da es de 100 mg dia rios. Si el co cien te so dio /po ta sio es me nor de 1 o la na triu re sis es pon tá nea es me nor de 10 mEq /día la do sis su ge ri da es de 200 mg a 400 mg dia rios. || La do sis de man te ni mien to de be de ter mi nar se in di vi dual men te."
G00080702-04-GADOFEM-web#2600,¿El uso de terapia hormonal puede incrementar el riesgo de tromboembolismo venoso en pacientes con factores de riesgo conocidos?,"Sí, la terapia hormonal puede incrementar el riesgo de tromboembolismo venoso en pacientes con factores de riesgo conocidos.",6,"['La tasa de TEV fue de 34 por 10.000 mujeres-año en el grupo EC/AMP y de 16 por 10.000 mujeres-año en el grupo placebo.', 'El aumento en el riesgo de TEV se observó durante el primer año y persistió.', 'Los pacientes con estados trombofílicos conocidos o antecedentes de TEV, tienen un riesgo elevado de TEV.', 'La terapia hormonal puede incrementar este riesgo.', 'Debe estudiarse la presencia de antecedentes familiares importantes o personales de tromboembolismo o de abortos espontáneos recidivantes para excluir una predisposición trombofílica.', 'Hasta que se realice una evaluación completa de los factores trombofílicos o se haya iniciado el tratamiento anticoagulante, debe considerarse contraindicado el uso de la terapia hormonal en estas pacientes.']","La tasa de TEV fue de 34 por 10.000 mujeres-año en el grupo EC/AMP y de 16 por 10.000 mujeres-año en el grupo placebo. || El aumento en el riesgo de TEV se observó durante el primer año y persistió. || Los pacientes con estados trombofílicos conocidos o antecedentes de TEV, tienen un riesgo elevado de TEV. || La terapia hormonal puede incrementar este riesgo. || Debe estudiarse la presencia de antecedentes familiares importantes o personales de tromboembolismo o de abortos espontáneos recidivantes para excluir una predisposición trombofílica. || Hasta que se realice una evaluación completa de los factores trombofílicos o se haya iniciado el tratamiento anticoagulante, debe considerarse contraindicado el uso de la terapia hormonal en estas pacientes."
G00081003-05-damsella-web#2650,¿Los anticonceptivos orales que contienen 50 microgramos o más de estrógenos aumentan el riesgo de enfermedad vascular?,"Sí, según los estudios mencionados en el contexto.",5,"['Se ha observado una asociación positiva entre la cantidad de estrógeno y de progestágeno en los anticonceptivos orales y el riesgo de enfermedades vasculares.', 'La disminución de las lipoproteínas de alta densidad en suero se ha asociado con un aumento en la incidencia de enfermedad cardíaca isquémica.', 'Dado que los estrógenos aumentan el colesterol HDL, el efecto neto de un anticonceptivo oral depende del equilibrio alcanzado entre las dosis de estrógeno y progestágeno y de la naturaleza y cantidad absoluta de progestágeno usado en el anticonceptivo.', 'Los principios de la buena práctica terapéutica recomiendan minimizar la exposición a estrógenos y a progestágenos.', 'Se ha demostrado que los anticonceptivos orales aumentan tanto el riesgo relativo como el riesgo atribuible de eventos cerebrovasculares (accidentes cerebrovasculares trombóticos y hemorrágicos).']","Se ha observado una asociación positiva entre la cantidad de estrógeno y de progestágeno en los anticonceptivos orales y el riesgo de enfermedades vasculares. || La disminución de las lipoproteínas de alta densidad en suero se ha asociado con un aumento en la incidencia de enfermedad cardíaca isquémica. || Dado que los estrógenos aumentan el colesterol HDL, el efecto neto de un anticonceptivo oral depende del equilibrio alcanzado entre las dosis de estrógeno y progestágeno y de la naturaleza y cantidad absoluta de progestágeno usado en el anticonceptivo. || Los principios de la buena práctica terapéutica recomiendan minimizar la exposición a estrógenos y a progestágenos. || Se ha demostrado que los anticonceptivos orales aumentan tanto el riesgo relativo como el riesgo atribuible de eventos cerebrovasculares (accidentes cerebrovasculares trombóticos y hemorrágicos)."
G00081202-17-ProspectoWebRisperin#2700,¿Cuál es la dosis inicial recomendada para adultos sanos tratados con risperidona?,2 mg una vez al día ó 1 mg 2 veces al día,2,"['Risperidona puede inducir hipotensión ortostática asociada con vértigo, taquicardia y en algunos pacientes, síncope, sobre todo durante el período inicial de titulación de dosis, probablemente reflejando sus propiedades antagonistas alfa-adrenérgicas.', 'El riesgo de hipotensión ortostática y síncope puede ser minimizado limitando la dosis inicial a 2 mg en total (2 mg una vez al día ó 1 mg 2 veces al día) en adultos sanos y 0,5 mg dos veces al día en ancianos y pacientes con deterioro renal o hepático.']","Risperidona puede inducir hipotensión ortostática asociada con vértigo, taquicardia y en algunos pacientes, síncope, sobre todo durante el período inicial de titulación de dosis, probablemente reflejando sus propiedades antagonistas alfa-adrenérgicas. || El riesgo de hipotensión ortostática y síncope puede ser minimizado limitando la dosis inicial a 2 mg en total (2 mg una vez al día ó 1 mg 2 veces al día) en adultos sanos y 0,5 mg dos veces al día en ancianos y pacientes con deterioro renal o hepático."
G00081407-13-sinlip-web#2750,¿Cuál es el medicamento que debe usarse con precaución en pacientes con factores predisponentes a la miopatía?,rosuvastatina,3,"['Con los inhibidores de la HMG-CoA reductasa, incluido rosuvastatina, se informaron casos de miopatía y rabdomiólisis con insuficiencia renal aguda secundaria a mioglobinuria.', 'SINLIP® deberá indicarse con precaución en pacientes con factores predisponentes a la miopatía (por ej. edad ≥65 años, hipotiroidismo insatisfactoriamente tratado, disfunción renal).', 'El riesgo de miopatía durante el tratamiento con SINLIP® podrá verse incrementado con la administración concomitante de otros agentes hipolipemiantes (fibratos o niacina), gemfibrozil, ciclosporina, darolutamida, regorafenib, lopinavir/ritonavir o atazanavir/ ritonavir, simeprevir o la combinación de sofosbuvir/velpatasvir/voxilaprevir, dasabuvir/ ombitasvir/paritaprevir/ritonavir, elbasvir/grazoprevir, sofosbuvir/ veltapasvir, glecaprevir/ pibrentasvir, todas las combinaciones con ledipasvir (incluida ledipasvir/sofosbuvir).']","Con los inhibidores de la HMG-CoA reductasa, incluido rosuvastatina, se informaron casos de miopatía y rabdomiólisis con insuficiencia renal aguda secundaria a mioglobinuria. || SINLIP® deberá indicarse con precaución en pacientes con factores predisponentes a la miopatía (por ej. edad ≥65 años, hipotiroidismo insatisfactoriamente tratado, disfunción renal). || El riesgo de miopatía durante el tratamiento con SINLIP® podrá verse incrementado con la administración concomitante de otros agentes hipolipemiantes (fibratos o niacina), gemfibrozil, ciclosporina, darolutamida, regorafenib, lopinavir/ritonavir o atazanavir/ ritonavir, simeprevir o la combinación de sofosbuvir/velpatasvir/voxilaprevir, dasabuvir/ ombitasvir/paritaprevir/ritonavir, elbasvir/grazoprevir, sofosbuvir/ veltapasvir, glecaprevir/ pibrentasvir, todas las combinaciones con ledipasvir (incluida ledipasvir/sofosbuvir)."
G00082402-14-ProspectoWebTamoxifeno#2850,¿Cuántos meses después de dejar de tomar TAMOXIFENO GADOR no debe quedar embarazada?,2 meses,2,"['No debe quedar embarazada mientras esté tomando TAMOXIFENO GADOR o por 2 meses después de dejar de tomarlo.', 'Si quedara embarazada, suspenda la toma de TAMOXIFENO GADOR de inmediato y comuníquese con su médico.']","No debe quedar embarazada mientras esté tomando TAMOXIFENO GADOR o por 2 meses después de dejar de tomarlo. || Si quedara embarazada, suspenda la toma de TAMOXIFENO GADOR de inmediato y comuníquese con su médico."
G00082701-12-ProspectoWebTridestanN#2900,¿Cómo se deben tomar los comprimidos de TRIDESTAN® N si no se ha tomado ningún anticonceptivo hormonal previamente?,"Los comprimidos se empezarán a tomar el día 1 del ciclo natural de la mujer (es decir, el primer día de la hemorragia menstrual). También se puede empezar en los días 2 a 5 del ciclo.",2,"['Si no se ha tomado ningún anticonceptivo hormonal previamente (en el mes anterior) Los comprimidos se empezarán a tomar el día 1 del ciclo natural de la mujer (es decir, el primer día de la hemorragia menstrual).', 'También se puede empezar en los días 2 a 5 del ciclo, pero en ese caso, se recomienda utilizar adicionalmente en el primer ciclo un método de barrera durante los 7 primeros días de toma de comprimidos.']","Si no se ha tomado ningún anticonceptivo hormonal previamente (en el mes anterior) Los comprimidos se empezarán a tomar el día 1 del ciclo natural de la mujer (es decir, el primer día de la hemorragia menstrual). || También se puede empezar en los días 2 a 5 del ciclo, pero en ese caso, se recomienda utilizar adicionalmente en el primer ciclo un método de barrera durante los 7 primeros días de toma de comprimidos."
G00087203-06-april-28-web#2950,¿Puede comenzar a tomar APRIL®28 el primer día del ciclo si no ha usado un anticonceptivo hormonal en el mes anterior?,"Sí, puede comenzar a tomar APRIL®28 el primer día del ciclo si no ha usado un anticonceptivo hormonal en el mes anterior.",1,['Si no ha usado un anticonceptivo hormonal en el mes anterior. Comience a tomar APRIL®28 el primer día del ciclo (que es el primer día de su menstruación).'],Si no ha usado un anticonceptivo hormonal en el mes anterior. Comience a tomar APRIL®28 el primer día del ciclo (que es el primer día de su menstruación).
G00088203-02-gavin-web#3000,¿Cuál es el porcentaje de depuración de pregabalina inducido por los procedimientos de hemodiálisis estándar en 4 horas?,aproximadamente el 50%,1,['Los procedimientos de hemodiálisis estándar inducen una depuración significativa de la pregabalina de aproximadamente el 50% en 4 hs.'],Los procedimientos de hemodiálisis estándar inducen una depuración significativa de la pregabalina de aproximadamente el 50% en 4 hs.
G00089303-02-prografxl-web#3050,¿El tacrolimus se excreta en la leche materna humana?,"Sí, se excreta en la leche materna humana.",3,"['Sobre la base de los informes, el tacrolimus se excreta en la leche materna humana.', 'No se han evaluado los efectos del tacrolimus en el lactante ni en la producción de leche.', 'Como no es posible descartar efectos perjudiciales para el recién nacido, las mujeres que estén tomando PROGRAF® XL no deben amamantar durante el tratamiento.']","Sobre la base de los informes, el tacrolimus se excreta en la leche materna humana. || No se han evaluado los efectos del tacrolimus en el lactante ni en la producción de leche. || Como no es posible descartar efectos perjudiciales para el recién nacido, las mujeres que estén tomando PROGRAF® XL no deben amamantar durante el tratamiento."
G00093102-03-SOMIT-_CR-web#3100,¿Cuál es el efecto que tiene la ingesta de alimentos en la absorción del zolpidem?,"La ingesta de alimentos disminuye el ABC y la Cmax en un 23 y 30%, respectivamente.",1,"['La administración de SOMIT® CR con alimentos, disminuye el ABC y la Cmax en un 23 y 30%, respectivamente, mientras que la Tmax se incrementa de 2 a 4 horas.']","La administración de SOMIT® CR con alimentos, disminuye el ABC y la Cmax en un 23 y 30%, respectivamente, mientras que la Tmax se incrementa de 2 a 4 horas."
G00096804-03-web#3150,¿Cuántos comprimidos del medicamento HIPOGLUT® debe tomar al día un paciente?,"La dosis de HIPOGLUT® depende de sus necesidades, estado y resultados de sus análisis de azúcar en sangre y orina y estará establecido por su médico.",4,"['Tome este medicamento por vía oral, justo antes o con la primera comida del día (normalmente el desayuno).', 'Si no toma el desayuno, debe tomar el producto tal y como le ha dicho su médico.', 'Es importante no saltarse ninguna comida cuando está tomando HIPOGLUT®. Trague el comprimido al menos con medio vaso de agua. No parta ni mastique los comprimidos.', 'La dosis de HIPOGLUT® depende de sus necesidades, estado y resultados de sus análisis de azúcar en sangre y orina y estará establecido por su médico.']","Tome este medicamento por vía oral, justo antes o con la primera comida del día (normalmente el desayuno). || Si no toma el desayuno, debe tomar el producto tal y como le ha dicho su médico. || Es importante no saltarse ninguna comida cuando está tomando HIPOGLUT®. Trague el comprimido al menos con medio vaso de agua. No parta ni mastique los comprimidos. || La dosis de HIPOGLUT® depende de sus necesidades, estado y resultados de sus análisis de azúcar en sangre y orina y estará establecido por su médico."
G00100201-00-ProspectoWebTonibral#3200,¿La memantina inhibe la flavina monooxigenasa en ensayos in vitro?,No inhibió la flavina monooxigenasa en ensayos in vitro.,1,"['Memantina no inhibió la flavina monooxigenasa, la epóxido hidrolasa o la sulfonación in vitro.']","Memantina no inhibió la flavina monooxigenasa, la epóxido hidrolasa o la sulfonación in vitro."
G00101203-00-HipoglutMetWeb#3250,¿La administración oral de Glimepirida durante el embarazo aumenta el número de muertes fetales?,"Sí, la administración oral de Glimepirida durante el embarazo aumentó el número de muertes fetales y deformaciones de los miembros.",2,"['Glimepirida no tuvo efectos reconocibles sobre la crianza, el desarrollo físico, el comportamiento funcional y de aprendizaje, la memoria o la fertilidad de la progenie.', 'La administración oral en la fase tardía del embarazo y/o durante la lactancia aumentó el número de muertes fetales y deformaciones de los miembros.']","Glimepirida no tuvo efectos reconocibles sobre la crianza, el desarrollo físico, el comportamiento funcional y de aprendizaje, la memoria o la fertilidad de la progenie. || La administración oral en la fase tardía del embarazo y/o durante la lactancia aumentó el número de muertes fetales y deformaciones de los miembros."
G00105201-02-ProspectoWebRisperinSolOral#3300,¿Cuál es el volumen de distribución del medicamento Risperidona?,1-2 L/Kg,1,['El volumen de distribución es de 1-2 L/Kg.'],El volumen de distribución es de 1-2 L/Kg.
G00108303-06-atripla-web#3400,¿Cuál es el fármaco que puede cambiar los parámetros farmacocinéticos del tenofovir?,No fármaco específico se menciona en el contexto como que cambia los parámetros farmacocinéticos del tenofovir.,3,"['Los efectos de los fármacos administrados concomitantemente sobre la Cmáx, el AUC y la Cmín del tenofovir se muestran en la tabla 3.', 'Los efectos de la administración concomitante de TDF sobre la Cmáx, el AUC y la Cmín de los fármacos administrados concomitantemente se muestran en la tabla 4.', 'Cambios en los parámetros farmacocinéticos del tenofovir en presencia del fármaco administrado concomitantementea,b']","Los efectos de los fármacos administrados concomitantemente sobre la Cmáx, el AUC y la Cmín del tenofovir se muestran en la tabla 3. || Los efectos de la administración concomitante de TDF sobre la Cmáx, el AUC y la Cmín de los fármacos administrados concomitantemente se muestran en la tabla 4. || Cambios en los parámetros farmacocinéticos del tenofovir en presencia del fármaco administrado concomitantementea,b"
G00108303-06-atripla-web#3450,¿Cuál es la incidencia de erupciones en los pacientes pediátricos que recibieron tratamiento con FTC?,32% (59/182),4,"['Las reacciones adversas más frecuentes (incidencia superior o igual al 10%, cualquier intensidad) que se produjeron en el estudio 934 fueron diarrea, náuseas, fatiga, cefalea, mareos, depresión, insomnio, sueños anormales y erupción cutánea.', 'Las reacciones adversas observadas en los pacientes pediátricos que recibieron tratamiento con FTC se han descrito como hiperpigmentación de las palmas de las manos o las plantas de los pies, y generalmente fue leve y asintomática.', 'En el estudio 934, 19 pacientes tratados con EFV, FTC y TDF, y 20 pacientes tratados con EFV y una asociación de dosis fijas de zidovudina y lamivudina fueron positivos para el antígeno de superficie de la hepatitis B o para los anticuerpos de la hepatitis C.', 'Las erupciones cutáneas se han reportado en pacientes tratados con Tenofovir DF, incluyendo casos graves como el síndrome de Stevens-Johnson.']","Las reacciones adversas más frecuentes (incidencia superior o igual al 10%, cualquier intensidad) que se produjeron en el estudio 934 fueron diarrea, náuseas, fatiga, cefalea, mareos, depresión, insomnio, sueños anormales y erupción cutánea. || Las reacciones adversas observadas en los pacientes pediátricos que recibieron tratamiento con FTC se han descrito como hiperpigmentación de las palmas de las manos o las plantas de los pies, y generalmente fue leve y asintomática. || En el estudio 934, 19 pacientes tratados con EFV, FTC y TDF, y 20 pacientes tratados con EFV y una asociación de dosis fijas de zidovudina y lamivudina fueron positivos para el antígeno de superficie de la hepatitis B o para los anticuerpos de la hepatitis C. || Las erupciones cutáneas se han reportado en pacientes tratados con Tenofovir DF, incluyendo casos graves como el síndrome de Stevens-Johnson."
G00117703-04-GADOLIP-Prospecto-web#3550,¿Cuál es el principio activo principal en cada cápsula de liberación prolongada de GADOLIP® 135?,Ácido fenofíbrico,2,"['Cada cápsula de liberación prolongada de GADOLIP® 135 contiene: Ácido fenofíbrico (equivalente a 178,692 mg de Fenofibrato de Colina) ....................................................................................135 mg', 'cápsula de liberación prolongada de GADOLIP® 135 contiene: Ácido fenofíbrico (equivalente a 178,692 mg de Fenofibrato de Colina) ....................................................................................135 mg']","Cada cápsula de liberación prolongada de GADOLIP® 135 contiene: Ácido fenofíbrico (equivalente a 178,692 mg de Fenofibrato de Colina) ....................................................................................135 mg || cápsula de liberación prolongada de GADOLIP® 135 contiene: Ácido fenofíbrico (equivalente a 178,692 mg de Fenofibrato de Colina) ....................................................................................135 mg"
G00121601-02-Desensyl-Max-web#3600,¿Qué principio activo contiene el medicamento CREMA DENTAL DESENSIBILIZANTE DE RAPIDA ACCIÓN?,Acetato de Estroncio y Fluoruro de Sodio,1,['CON ACETATO DE ESTRONCIO Y FLUORURO DE SODIO'],CON ACETATO DE ESTRONCIO Y FLUORURO DE SODIO
G00127802-03-Deslafax-web#3650,¿Cuál es el medicamento que puede causar hipotensión ortostática sistólica en pacientes ≥ 65 años?,Desvenlafaxina,1,"['Se observó con dosis de 50-400 mg/día hipotensión ortostática sistólica (disminución ≥ 30 mm Hg al incorporarse desde posición supina), más frecuentemente en pacientes ≥ 65 años.']","Se observó con dosis de 50-400 mg/día hipotensión ortostática sistólica (disminución ≥ 30 mm Hg al incorporarse desde posición supina), más frecuentemente en pacientes ≥ 65 años."
G00139604-04-femiden-web#3700,¿Cuántos días después del olvido de un comprimido activo se debe utilizar un método de barrera?,7 días,3,"['- Días 1 a 7: la mujer debe tomar el último comprimido olvidado apenas se acuerde, aunque esto signifique tomar dos comprimidos a la vez. A partir de allí seguirá tomando los comprimidos a la hora habitual. No obstante, los siete días siguientes, debe utilizarse un método de barrera, por ejemplo un condón.', '- Días 8 a 17: la mujer debe tomar el último comprimido olvidado apenas se acuerde, aunque esto signifique tomar dos comprimidos a la vez. A partir de allí seguirá tomando los comprimidos a la hora habitual. En el caso que la usuaria haya tomado correctamente los comprimidos en los 7 días previos al comprimido omitido, no será necesario establecer precauciones anticonceptivas adicionales. Sin embargo, si se ha olvidado más de un comprimido, se debe aconsejar a la mujer que tome precauciones adicionales durante siete días.', '- Días 18 a 24: Ante la proximidad a la fase de comprimidos de placebo el riesgo de disminución de la fiabilidad es inminente, aunque es posible evitar la disminución de la protección anticonceptiva al ajustar el calendario de toma de comprimidos. Al cumplir con cualquiera de las dos siguientes opciones, no es necesaria la implementación de medidas anticonceptivas adicionales, siempre y cuando la usuaria haya tomado correctamente todos los comprimidos en los siete días previos al primer comprimido olvidado.']","- Días 1 a 7: la mujer debe tomar el último comprimido olvidado apenas se acuerde, aunque esto signifique tomar dos comprimidos a la vez. A partir de allí seguirá tomando los comprimidos a la hora habitual. No obstante, los siete días siguientes, debe utilizarse un método de barrera, por ejemplo un condón. || - Días 8 a 17: la mujer debe tomar el último comprimido olvidado apenas se acuerde, aunque esto signifique tomar dos comprimidos a la vez. A partir de allí seguirá tomando los comprimidos a la hora habitual. En el caso que la usuaria haya tomado correctamente los comprimidos en los 7 días previos al comprimido omitido, no será necesario establecer precauciones anticonceptivas adicionales. Sin embargo, si se ha olvidado más de un comprimido, se debe aconsejar a la mujer que tome precauciones adicionales durante siete días. || - Días 18 a 24: Ante la proximidad a la fase de comprimidos de placebo el riesgo de disminución de la fiabilidad es inminente, aunque es posible evitar la disminución de la protección anticonceptiva al ajustar el calendario de toma de comprimidos. Al cumplir con cualquiera de las dos siguientes opciones, no es necesaria la implementación de medidas anticonceptivas adicionales, siempre y cuando la usuaria haya tomado correctamente todos los comprimidos en los siete días previos al primer comprimido olvidado."
